Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
159806;1.560.008;6.000.758.879;3.470.466.396;1.729.092.921;0.815797311;164335;4.510.779.519;0.772009662;0.972440442;0.825181141;0.751701511;0.003755027;0.000739562;0.565055162;0.977032881;BOMBAY
160141;1531.84;5.601.979.114;367.032.833;152.628.828;0.755469149;162846;4.515.504.999;0.793393875;0.983389214;0.857601612;0.806055308;0.003498154;0.000910915;0.649725159;0.991667895;BOMBAY
160250;1.511.116;5.528.430.862;3.699.830.545;1.494.238.937;0.743049005;161847;4.517.041.477;0.819035353;0.990132656;0.881885687;0.8170567;0.003449879;0.000948402;0.667581651;0.997526497;BOMBAY
160273;1.550.026;5.990.795.386;3.435.747.122;1.743.665.984;0.819202526;163513;4.517.365.621;0.808871326;0.980185062;0.838286098;0.754051062;0.003737869;0.00074543;0.568593004;0.991436279;BOMBAY
160359;1.496.093;5.341.527.617;3.841.252.535;139.056.924;0.694875602;162102;4.518.577.433;0.757296271;0.989247511;0.900297453;0.845933552;0.003330981;0.001052197;0.715603575;0.99509632;BOMBAY
160568;1505.45;5.426.695.257;3.803.112.274;1.426.909.033;0.713342556;162914;4.521.521.063;0.805809408;0.985599764;0.890299624;0.833199737;0.003379687;0.001004738;0.694221802;0.990591361;BOMBAY
160641;1.514.903;5.448.924.394;3.767.901.627;1.446.142.955;0.722381659;161945;4.522.548.769;0.778638941;0.991947884;0.879623071;0.829989268;0.003391989;0.000992942;0.688882185;0.996222119;BOMBAY
160687;1.513.858;5.797.961.934;3.557.084.648;1.629.975.811;0.789690029;162673;4.523.196.245;0.788833688;0.987791459;0.88109011;0.780135554;0.003608233;0.000824432;0.608611483;0.992021995;BOMBAY
161008;1.496.088;5.055.965.214;4.078.607.156;1.239.630.349;0.590971969;163019;4.527.711.923;0.814059782;0.987664015;0.903947151;0.895518804;0.003140195;0.001245762;0.801953929;0.994126429;BOMBAY
161473;1.556.283;605.285.003;3.430.184.745;1.764.584.266;0.823920278;163971;4.534.245.351;0.800064412;0.984765599;0.837785098;0.749109152;0.003748521;0.000728149;0.561164521;0.990222084;BOMBAY
161534;1532.14;5.785.565.899;3.572.269.049;1.619.577.311;0.786614013;163293;4.535.101.726;0.792175056;0.989227952;0.864722799;0.783864846;0.00358164;0.000834116;0.614444098;0.995139719;BOMBAY
161579;1.502.815;5.586.041.208;3.687.910.253;1.514.690.116;0.751088928;162975;4.535.733.374;0.801960492;0.991434269;0.899049777;0.811976354;0.003457158;0.000926985;0.6593056;0.998643675;BOMBAY
161603;1.533.725;5.754.908.218;361.954.692;158.995.265;0.777446118;163875;4.536.070.217;0.826351745;0.986135774;0.863305066;0.788208959;0.003561139;0.00084788;0.621273363;0.987795231;BOMBAY
162012;1.528.138;5.889.439.114;3.535.895.882;1.665.614.404;0.799715569;163383;4.541.806.745;0.852268603;0.991608674;0.871830175;0.771178147;0.003635187;0.000793095;0.594715735;0.990567095;BOMBAY
162019;1.575.185;5.966.920.015;3.502.521.852;1.703.606.792;0.809594246;164165;4.541.904.862;0.715631625;0.986927786;0.82056441;0.761180785;0.003682852;0.000762632;0.579396188;0.987063281;BOMBAY
162230;1.486.167;5.434.072.553;3.818.371.778;1.423.138.675;0.711513713;163470;4.544.861.399;0.782834863;0.99241451;0.923008722;0.836363769;0.00334961;0.001011009;0.699504353;0.995491698;BOMBAY
162310;1574.43;5.955.099.512;3.525.959.203;1.688.930.351;0.805871311;165976;4.545.981.858;0.796883362;0.977912469;0.822826801;0.763376304;0.003668966;0.000768561;0.582743382;0.984212985;BOMBAY
162374;1.557.833;5.809.771.111;3.574.782.703;1.625.209.584;0.788288933;164508;4.546.878.026;0.787153384;0.987027986;0.840784225;0.782626017;0.003578018;0.000828017;0.612503483;0.995446531;BOMBAY
162493;1.517.497;5.466.827.081;3.795.352.984;1.440.400.169;0.719732474;163687;454.854.387;0.72670638;0.992705591;0.886724766;0.832026293;0.003364346;0.000994555;0.692267752;0.997142587;BOMBAY
162787;1.570.975;6.032.660.979;3.470.391.861;1.738.322.708;0.81796557;165512;455.265.687;0.814061179;0.983535937;0.828878808;0.754668112;0.003705862;0.000741469;0.569523959;0.990016431;BOMBAY
162820;1.525.029;5.516.299.825;3.771.518.839;146.262.025;0.729759001;164278;4.553.118.301;0.73386308;0.991124801;0.879754323;0.825393551;0.003387974;0.000969983;0.681274514;0.9964459;BOMBAY
162866;1.518.137;5.722.055.991;3.635.925.914;1.573.754.836;0.772164249;164395;4.553.761.431;0.811566616;0.990699231;0.888011038;0.795826087;0.003513352;0.000869309;0.633339161;0.996720568;BOMBAY
163117;1.524.028;560.180.104;3.718.570.345;1.506.439.443;0.747895106;165192;4.557.269.082;0.731154889;0.987438859;0.882517238;0.813536405;0.003434223;0.000927932;0.661841483;0.997024115;BOMBAY
163329;1.542.364;5.818.152.915;3.605.469.962;1.613.701.675;0.784844127;165504;4.560.229.617;0.731066371;0.986858324;0.862778685;0.783793359;0.003562229;0.000829293;0.61433203;0.991348625;BOMBAY
163401;1.564.022;5.727.285.071;3.675.948.999;1.558.042.582;0.766846133;166883;4.561.234.645;0.687674127;0.979135083;0.839419123;0.796404333;0.003505049;0.000869778;0.634259861;0.988203872;BOMBAY
163479;1.560.254;6.072.519.204;3.441.510.194;1.764.492.581;0.823900024;165102;4.562.323.175;0.810972101;0.990169713;0.843881036;0.751306504;0.003714556;0.000730054;0.564461463;0.995988064;BOMBAY
163558;1524.86;5.747.716.573;3.639.564.508;1.579.231.955;0.773972506;164798;4.563.425.396;0.799528763;0.992475637;0.88393781;0.793954493;0.003514176;0.000861362;0.630363737;0.995490556;BOMBAY
163850;1.525.584;5.585.600.988;3.774.236.767;1.479.928.614;0.737169137;166547;456.749.712;0.781488477;0.983806373;0.88467562;0.817727068;0.003408972;0.000940236;0.668677558;0.989595052;BOMBAY
164103;1.561.374;5.901.375.941;3.563.089.015;1.656.252.739;0.797156612;166245;4.571.022.085;0.727658499;0.987115402;0.845887287;0.774568868;0.003596141;0.000798466;0.599956932;0.993680312;BOMBAY
164154;1.532.775;589.430.266;3.569.019.467;1.651.518.776;0.795842826;165847;4.571.732.322;0.748809415;0.989791796;0.87802022;0.775618862;0.003590715;0.000801593;0.601584619;0.993528294;BOMBAY
164201;1.560.469;5.706.124.442;368.330.017;1.549.188.005;0.763760738;166229;4.572.386.756;0.806868661;0.987799963;0.847374461;0.801312134;0.003475085;0.000883796;0.642101137;0.994735379;BOMBAY
164326;1.532.137;5.756.881.804;3.663.518.001;1.571.408.085;0.771382372;165918;4.574.126.818;0.842464138;0.990404899;0.879672361;0.794549371;0.00350333;0.00086128;0.631308703;0.9920436;BOMBAY
164455;1.536.579;5.615.290.508;3.742.858.071;1.500.268.085;0.745462526;166145;4.575.921.867;0.700840386;0.989828162;0.87528031;0.814903852;0.003414485;0.000928818;0.664068288;0.996280459;BOMBAY
164498;1.591.267;6.167.934.563;3.454.119.747;1.785.674.793;0.828484235;168989;457.652.006;0.793909266;0.973424306;0.816364993;0.741985832;0.00374955;0.000701038;0.550542975;0.983090713;BOMBAY
164571;1.551.378;5.884.700.029;3.602.032.856;1.633.716.366;0.79077932;166960;4.577.535.419;0.774477277;0.985691184;0.859266569;0.777870647;0.003575782;0.00080757;0.605082743;0.988533581;BOMBAY
164596;1.550.902;5.839.204.222;3.606.172.305;1.619.224.964;0.786508532;166206;4.577.883.093;0.816059813;0.990313226;0.85992471;0.78399092;0.003547598;0.00082672;0.614641763;0.995243287;BOMBAY
164670;1.590.236;6.328.435.071;3.372.340.882;1.876.570.398;0.846186403;167485;4.578.912.052;0.824574493;0.983192525;0.818278589;0.723545711;0.003843101;0.000649719;0.523518396;0.982419124;BOMBAY
164698;1.546.544;5.699.455.173;3.690.319.236;1.544.434.183;0.762077076;166443;4.579.301.328;0.813894188;0.98951593;0.865313797;0.803462996;0.003460549;0.000889587;0.645552786;0.997013789;BOMBAY
164719;1.536.308;5.729.178.377;3.695.414.894;1.550.347.807;0.764168597;166293;4.579.593.263;0.818308726;0.990534779;0.876994717;0.799345554;0.003478153;0.000875924;0.638953315;0.99059987;BOMBAY
164968;1.551.497;5.758.143.385;3.672.202.006;1.568.035.575;0.770251183;166784;4.583.053.362;0.786258305;0.989111665;0.861207281;0.795925536;0.003490461;0.000864077;0.633497459;0.993346553;BOMBAY
164981;1.541.203;5.549.226.251;3.828.316.956;1.449.521.112;0.723920866;167564;4.583.233.938;0.793868703;0.984584994;0.872818824;0.825923062;0.003363555;0.000965465;0.682148905;0.988789239;BOMBAY
164983;1.530.766;5.727.412.728;3.701.513.026;1.547.316.648;0.763100254;167334;4.583.261.719;0.795014504;0.985950255;0.884772153;0.800232485;0.003471517;0.00087814;0.64037203;0.990858303;BOMBAY
165004;1.583.383;60.788.317;3.528.829.749;1.722.619.716;0.814252278;170614;4.583.553.401;0.699228748;0.967118759;0.827051171;0.754018803;0.003684051;0.000734572;0.568544355;0.979385716;BOMBAY
165330;1.540.253;5.745.353.992;3.688.620.488;1.557.588.809;0.766689592;167922;4.588.079.053;0.776744186;0.984564262;0.875744469;0.798572039;0.003475083;0.000871769;0.637717302;0.993301332;BOMBAY
165366;1.566.762;5.920.672.143;3.601.940.718;1.643.745.027;0.793655948;168206;4.588.578.544;0.85841985;0.983115941;0.846544955;0.775009734;0.003580344;0.00079677;0.600640088;0.987299158;BOMBAY
165397;1.538.645;5.713.442.984;3.702.837.764;1.542.990.363;0.761561892;166731;4.589.008.618;0.803990861;0.991999088;0.877931501;0.803194962;0.003454381;0.000886817;0.645122146;0.995417255;BOMBAY
165817;1.563.293;6.024.823.693;3.554.534.349;1.694.968.483;0.807416784;169163;4.594.831.461;0.736846549;0.980220261;0.852625174;0.762649946;0.003633417;0.000758221;0.581634939;0.985852891;BOMBAY
165855;1.538.592;5.781.032.529;367.622.113;1.572.547.549;0.771762548;167630;4.595.357.926;0.784889499;0.989411203;0.88042323;0.794902624;0.003485594;0.000858445;0.631870182;0.993645905;BOMBAY
165950;1.572.499;5.952.191.258;3.570.544.198;1.667.026.349;0.800097077;167660;4.596.673.824;0.743243848;0.989800787;0.843347118;0.772265814;0.003586738;0.000786949;0.596394487;0.994205324;BOMBAY
166007;1.524.336;5.690.053.538;3.735.564.915;1.523.210.992;0.754319176;167703;4.597.463.182;0.77451758;0.989886883;0.897790183;0.807982412;0.003427599;0.000901109;0.652835578;0.994406328;BOMBAY
166208;1.531.455;5.648.854.422;3.771.336.328;1.497.838.944;0.744494565;167540;4.600.245.627;0.758982227;0.99204966;0.890539746;0.814367885;0.003398666;0.000922085;0.663195052;0.993359376;BOMBAY
166256;1.577.223;5.975.389.312;3.602.287.358;1.658.776.416;0.797851523;169300;4.600.909.842;0.696476897;0.982020083;0.839848572;0.769976583;0.003594089;0.000779253;0.592863938;0.983428718;BOMBAY
166265;1.527.732;5.685.672.845;3.740.466.381;152.004.383;0.753126467;167521;4.601.034.372;0.75575;0.992502433;0.895192324;0.809233049;0.003419645;0.000904597;0.654858127;0.995413056;BOMBAY
166343;1.555.367;5.841.850.459;3.652.635.429;1.599.352.186;0.780421996;168381;4.602.113.488;0.783708911;0.987896497;0.864069415;0.787783515;0.00351193;0.00083436;0.620602866;0.992562551;BOMBAY
166458;1.576.623;5.907.963.786;3.650.398.184;1.618.443.657;0.786274338;170734;4.603.704.032;0.761183997;0.974955193;0.841509108;0.779237009;0.003549222;0.000807219;0.607210317;0.982735685;BOMBAY
166639;1.586.606;5.816.554.036;3.674.490.468;1.582.955.266;0.775188668;170464;4.606.206.297;0.768063237;0.977561245;0.831856339;0.791913265;0.003490512;0.000846797;0.627126619;0.992713384;BOMBAY
166654;1.529.386;5.726.117.316;3.725.460.256;153.702.279;0.759413364;168540;4.606.413.606;0.726731205;0.988809778;0.895347005;0.804456729;0.003435932;0.000887636;0.647150629;0.994685265;BOMBAY
166686;1.562.858;6.005.925.994;356.094.922;1.686.608.155;0.805271719;168333;4.606.855.834;0.825832342;0.990215822;0.857570728;0.767051715;0.003603138;0.000769412;0.588368333;0.992346829;BOMBAY
166757;1565.85;5.884.357.894;3.640.076.394;1.616.547.912;0.785704391;169717;4.607.836.876;0.743660753;0.982559201;0.854660484;0.783065367;0.003528702;0.00081844;0.61319137;0.991253228;BOMBAY
166862;1.545.005;5.803.276.343;3.687.448.381;1.573.791.886;0.772176558;168545;460.928.733;0.837849916;0.990014536;0.87843075;0.794256047;0.00347789;0.000853764;0.630842669;0.992815074;BOMBAY
167124;1.525.144;5.370.799.916;3.975.550.317;13.509.576;0.672369501;168590;461.290.457;0.748729896;0.991304348;0.902873663;0.858885947;0.003213662;0.001078753;0.737685069;0.996581251;BOMBAY
167176;1.594.156;6.151.699.854;3.510.757.001;1.752.243.135;0.821160684;169856;4.613.622.158;0.659294548;0.984221929;0.826650928;0.749975172;0.003679775;0.000718106;0.562462759;0.985571508;BOMBAY
167321;1.578.125;5.882.992.731;368.170.441;1.597.899.254;0.779966167;170889;4.615.622.535;0.777333333;0.97912095;0.844262532;0.784570498;0.003515992;0.00082178;0.615550866;0.983588269;BOMBAY
167563;1.560.256;5.768.638.252;3.727.615.058;15.475.413;0.7631797;169787;4.618.959.167;0.819703648;0.986901235;0.864960487;0.800701823;0.003442668;0.000872887;0.64112341;0.992164955;BOMBAY
168165;1.588.556;6.148.503.149;3.505.733.646;1.753.842.069;0.821522035;170374;4.627.248.946;0.813523163;0.987034407;0.837414386;0.752581374;0.003656232;0.000723481;0.566378724;0.993338833;BOMBAY
168226;1.567.559;566.968.178;3.841.188.829;1.476.022.667;0.735526116;171839;4.628.088.111;0.765896033;0.978974505;0.860310436;0.816287102;0.003370277;0.000923033;0.666324633;0.983510263;BOMBAY
168313;1.526.465;5.260.285.073;4.083.425.662;1.288.203.951;0.630394919;169751;4.629.284.691;0.798115587;0.991528769;0.90772401;0.880044451;0.003125299;0.001156351;0.774478236;0.997685924;BOMBAY
168315;1.604.519;6.330.053.489;3.451.358.936;183.407.568;0.838284042;171729;4.629.312.195;0.786459891;0.98011984;0.821566944;0.731322761;0.003760837;0.000663591;0.534832981;0.980924163;BOMBAY
168344;1.550.635;5.775.104.099;3.744.465.735;1.542.303.898;0.761316318;170623;4.629.710.984;0.778606183;0.986643067;0.879808881;0.801667105;0.003430538;0.000874014;0.642670147;0.991192673;BOMBAY
168405;1.546.583;5.843.296.465;3.700.301.966;1.579.140.438;0.773942481;170625;4.630.549.703;0.756138957;0.986989011;0.884745539;0.792455035;0.003469788;0.000844075;0.627984982;0.991676479;BOMBAY
168514;1.547.595;5.670.395.457;3.811.117.797;1.487.856.256;0.740453186;170385;463.204.802;0.823023199;0.989018986;0.884160718;0.816882712;0.00336494;0.000924264;0.667297366;0.99284256;BOMBAY
168532;1539.35;5.737.944.065;3.767.821.062;1.522.881.254;0.754195437;169925;4.632.295.402;0.788730549;0.991802266;0.893752947;0.807309264;0.003404661;0.0008921;0.651748248;0.99253519;BOMBAY
168684;1.534.945;5.835.431.611;3.686.418.716;1.582.954.097;0.775188288;169806;4.634.383.879;0.770021546;0.99339246;0.899700823;0.794180137;0.003459387;0.000848897;0.630722091;0.998404118;BOMBAY
168736;1555.86;577.480.835;372.935.021;1.548.475.746;0.7635097;169852;4.635.098.142;0.746916914;0.993429574;0.875944485;0.802641033;0.003422393;0.000876183;0.644232628;0.9975786;BOMBAY
168744;1.573.509;6.023.624.915;3.578.278.181;1.683.386.425;0.804435008;170252;4.635.208.018;0.73513344;0.991142542;0.856445518;0.769504756;0.003569682;0.000772066;0.592137569;0.996796345;BOMBAY
168972;1.604.737;6.156.769.034;3.535.306.222;1.741.509.405;0.818704878;171065;4.638.338.413;0.82385178;0.987764885;0.824549773;0.753372164;0.003643662;0.000724029;0.567569618;0.988427828;BOMBAY
169004;1.546.598;5.664.156.578;3.809.707.667;1.486.769.347;0.740006893;170517;4.638.777.598;0.736035259;0.991126984;0.887875269;0.81897058;0.003351493;0.000930018;0.670712811;0.997195248;BOMBAY
169030;1570.87;5.869.240.816;368.221.092;1.593.944.764;0.778717839;170989;4.639.134.405;0.782437624;0.988543123;0.860781975;0.790414732;0.003472307;0.000836023;0.624755448;0.995825675;BOMBAY
169095;1.529.214;5.476.732.621;3.942.119.678;1.389.286.239;0.69418765;171300;4.640.026.302;0.78006643;0.987127846;0.908665626;0.847225275;0.00323885;0.001029357;0.717790667;0.997216696;BOMBAY
169128;1.572.037;6.025.377.947;3.609.070.447;1.669.509.652;0.80076528;171304;4.640.479.046;0.770669291;0.987297436;0.86000277;0.770155679;0.003562614;0.000773148;0.59313977;0.990252572;BOMBAY
169165;1.581.568;5.918.558.128;3.663.766.662;1.615.429.877;0.785367124;171119;4.640.986.615;0.683992399;0.988581046;0.849854618;0.784141427;0.00349869;0.000815949;0.614877777;0.993291932;BOMBAY
169310;1.542.564;5.768.799.274;3.767.857.755;1.531.055.483;0.757233558;171788;4.642.975.203;0.750827058;0.985575244;0.894141166;0.804842565;0.003407241;0.000881914;0.647771554;0.991774189;BOMBAY
169361;1.602.094;5.870.730.698;3.693.906.891;1.589.301.212;0.777237489;171156;4.643.674.434;0.799472246;0.989512492;0.829177073;0.790987472;0.003466401;0.000837022;0.625661181;0.994364073;BOMBAY
169410;1.566.793;5.734.514.258;380.042.361;1.508.914.491;0.748860131;172175;4.644.346.146;0.746181222;0.983940758;0.867212764;0.809893556;0.003384992;0.000898357;0.655927573;0.989738619;BOMBAY
169553;1587.35;6.252.960.707;3.487.432.745;1.792.998.221;0.830025772;171550;4.646.305.893;0.781537511;0.988359079;0.845609688;0.743056947;0.003687909;0.000693503;0.552133627;0.98997461;BOMBAY
169559;1.575.747;5.914.136.202;3.681.300.911;1.606.534.305;0.782653269;172319;4.646.388.102;0.736655747;0.983983194;0.858139183;0.785641038;0.003487952;0.000819685;0.61723184;0.991604125;BOMBAY
169969;1.592.346;6.013.500.192;3.635.449.397;1.654.128.427;0.796568728;172267;4.652.002.281;0.745631775;0.986660243;0.842373509;0.773593104;0.003537998;0.000781606;0.598446291;0.989907021;BOMBAY
170021;1.556.114;5.832.122.412;3.735.774.606;1.561.154.788;0.767915236;171568;4.652.713.839;0.791959345;0.990983167;0.882327083;0.797773694;0.003430237;0.000857083;0.636442866;0.993585828;BOMBAY
170067;1.545.389;5.495.836.288;3.967.035.678;1.385.376.068;0.692074931;171795;4.653.343.203;0.785383763;0.9899415;0.894858322;0.846703388;0.003231571;0.001024516;0.716906627;0.993185283;BOMBAY
170146;1.599.868;6.110.735.401;3.575.056.244;1.709.269.724;0.811000707;173278;465.442.387;0.811022346;0.981924999;0.83534005;0.761679825;0.003591466;0.000745661;0.580156156;0.991643352;BOMBAY
170186;1.602.527;5.814.943.271;3.813.481.079;1.524.838.632;0.754928506;174345;4.654.970.947;0.777701616;0.976145;0.832765997;0.80051872;0.003416816;0.00086554;0.640830222;0.977162679;BOMBAY
170292;1.550.861;5.846.314.868;3.725.058.108;1.569.456.019;0.770728712;171705;4.656.420.391;0.806039665;0.99177077;0.889730259;0.796471024;0.003433112;0.000852212;0.634366093;0.995609682;BOMBAY
170598;1.620.307;6.144.028.157;3.574.440.405;1.718.878.331;0.813349954;172462;4.660.602.105;0.685226095;0.989191822;0.816562033;0.758558064;0.003601466;0.000735554;0.575410337;0.989060359;BOMBAY
170659;1.555.849;572.062.147;3.815.330.734;1.499.377.608;0.745108382;172297;4.661.435.267;0.797062258;0.99049316;0.885939714;0.814847703;0.003352077;0.00091159;0.66397678;0.995551916;BOMBAY
170711;1.565.459;5.926.428.157;3.688.767.858;1.606.614.562;0.782677998;172417;4.662.145.385;0.793340459;0.990105384;0.875362575;0.786670362;0.003471615;0.00082013;0.618850259;0.994253838;BOMBAY
170723;1.599.105;6.210.104.081;3.531.574.058;1.758.452.175;0.822557504;172911;4.662.309.243;0.796297506;0.987346091;0.838972905;0.750761852;0.003637532;0.000712845;0.563643359;0.99113989;BOMBAY
170889;1600.63;5.957.016.209;3.686.053.095;1.616.096.148;0.785568214;173595;4.664.575.356;0.819564342;0.984411993;0.838189213;0.783038889;0.003485898;0.000808403;0.613149902;0.990909195;BOMBAY
171028;1.553.271;564.123.032;3.877.362.456;1.454.914.361;0.726349373;172608;4.666.472.038;0.788961878;0.990846311;0.890804933;0.827208211;0.003298425;0.000952677;0.684273424;0.995559231;BOMBAY
171035;1.631.451;6.142.500.673;3.611.593.732;170.077.288;0.808884201;175736;4.666.567.534;0.787744105;0.973249647;0.807507914;0.759717871;0.003591371;0.000737988;0.577171244;0.981637198;BOMBAY
171055;1.550.608;5.818.116.212;3.766.415.788;154.473.551;0.76218437;172890;4.666.840.369;0.816803553;0.989386315;0.894008395;0.802122233;0.003401313;0.000868538;0.643400077;0.993882946;BOMBAY
171116;1.598.192;6.137.203.747;3.619.939.189;1.695.388.631;0.807523598;174786;4.667.672.417;0.673960992;0.979002895;0.841865241;0.760553602;0.003586575;0.000740251;0.578441782;0.980683621;BOMBAY
171217;1.599.366;6.024.211.213;3.626.898.829;1.660.981.322;0.798455576;173525;4.669.049.744;0.786445271;0.986699323;0.841125944;0.775047484;0.003518466;0.000783152;0.600698603;0.997749159;BOMBAY
171230;1.557.612;5.739.713.915;381.810.275;1.503.289.537;0.746658233;172843;4.669.226.994;0.784634489;0.990667832;0.886892846;0.813494725;0.003352049;0.000905543;0.661773668;0.994837431;BOMBAY
171308;1.592.272;603.421.354;3.633.694.615;1.660.627.592;0.798358861;173826;4.670.290.354;0.786621177;0.98551425;0.849088566;0.773968359;0.003522435;0.000779679;0.599027021;0.9947608;BOMBAY
171423;1.547.307;5.652.782.103;3.875.673.869;1.458.528.838;0.727957392;173027;4.671.857.687;0.768265137;0.99072977;0.899758534;0.826470506;0.003297563;0.000949035;0.683053498;0.996253224;BOMBAY
171566;1.554.742;5.753.363.956;3.816.426.689;1.507.526.392;0.748319647;173000;4.673.805.898;0.828037221;0.991710983;0.891916973;0.812360548;0.003353441;0.000900877;0.65992966;0.99486138;BOMBAY
171620;1.583.298;5.661.217.778;389.903.898;1.451.952.085;0.725019858;174696;4.674.541.375;0.790263759;0.98239227;0.860304977;0.825713046;0.003298693;0.000945885;0.681802034;0.989943885;BOMBAY
171708;1.535.096;5.521.854.312;3.973.292.133;1.389.742.845;0.694432781;172804;4.675.739.682;0.735067103;0.993657554;0.915649608;0.846769838;0.00321584;0.001019849;0.717019159;0.996472245;BOMBAY
171799;1.542.958;5.601.733.753;3.920.910.174;1.428.681.991;0.714195937;173474;4.676.978.518;0.802139362;0.990344374;0.906822498;0.834916246;0.003260632;0.000977357;0.697085138;0.995912983;BOMBAY
171896;1.565.283;5.633.965.749;3.917.292.611;1.438.229.489;0.71872028;173913;4.678.298.673;0.818614752;0.988402247;0.881637182;0.830374;0.003277543;0.000961221;0.68952098;0.991689406;BOMBAY
171914;1.595.676;5.985.416.463;3.683.583.724;1.624.889.486;0.788194304;174673;467.854.361;0.815980331;0.984204771;0.848460607;0.781657156;0.003481634;0.00080173;0.610987909;0.99278783;BOMBAY
171994;1.534.393;5.683.886.482;3.873.556.881;1.467.355.884;0.731820039;173315;4.679.632.061;0.783425419;0.99237804;0.918015352;0.823315539;0.0033047;0.00093665;0.677848476;0.99464495;BOMBAY
172005;1.556.172;5.993.133.524;3.672.030.392;1.632.103.464;0.790310728;173578;4.679.781.703;0.737807232;0.990937792;0.892556551;0.78085724;0.003484279;0.00079906;0.609738029;0.99515555;BOMBAY
172351;1.588.837;6.014.149.897;3.678.191.115;163.508.358;0.791175231;173929;4.684.486.191;0.83275433;0.990927332;0.857955933;0.778910781;0.003489478;0.000792303;0.606702004;0.992008485;BOMBAY
172359;1.545.501;5.688.688.779;3.873.404.908;1.468.653.269;0.732380204;173829;468.459.491;0.757455504;0.991543413;0.906786924;0.823492916;0.003300488;0.000936262;0.678140582;0.995953383;BOMBAY
172546;1.574.542;5.971.470.818;3.709.714.792;1.609.684.612;0.783620587;174186;4.687.135.484;0.750382702;0.990584777;0.874593531;0.784921442;0.003460799;0.000810328;0.61610167;0.991729378;BOMBAY
172746;1.599.927;6.017.414.307;3.694.322.407;1.628.827.602;0.789353849;176302;4.689.851.153;0.79651967;0.979830064;0.848042327;0.779379799;0.003483389;0.000792827;0.607432871;0.989403427;BOMBAY
172941;1.635.318;643.132.308;347.714.665;1.849.597.882;0.841242452;175771;4.692.497.417;0.721399074;0.983899506;0.812649731;0.729631735;0.003718796;0.000650125;0.532362469;0.984656495;BOMBAY
172967;1599.26;6.044.735.422;370.185.916;1.632.891.788;0.790539965;175602;469.285.014;0.746432193;0.984994476;0.849835692;0.776353275;0.003494733;0.000783125;0.602724407;0.984183735;BOMBAY
173108;1.591.411;5.726.616.553;388.984.863;1.472.195.218;0.733899802;175235;4.694.762.519;0.761168566;0.987862014;0.858938939;0.819814366;0.003308118;0.000921771;0.672095595;0.989455921;BOMBAY
173366;1.577.459;5.867.185.949;378.779.386;154.897.182;0.763684588;175139;4.698.259.751;0.776228598;0.989876612;0.875502988;0.800768851;0.003384277;0.00085837;0.641230753;0.993248366;BOMBAY
173392;1.608.021;6.202.462.774;3.580.876.099;1.732.107.619;0.816509971;175368;4.698.612.041;0.839040914;0.988732266;0.842666032;0.757539741;0.003577133;0.000726669;0.573866459;0.993998465;BOMBAY
173520;1.589.015;5.890.605.955;3.772.629.071;1.561.406.077;0.768001215;175941;4.700.346.006;0.807009711;0.986239705;0.863581657;0.797939302;0.003394771;0.000848926;0.63670713;0.994158382;BOMBAY
173809;1.558.175;567.890.055;3.914.866.953;1.450.598.607;0.724408867;175580;4.704.258.624;0.818340615;0.98991343;0.899600443;0.828374891;0.003267322;0.000949029;0.68620496;0.99540796;BOMBAY
173967;1605.55;60.493.982;3.700.099.489;1.634.928.525;0.79113039;176528;4.706.396.327;0.72534304;0.985492386;0.84806486;0.777994136;0.003477325;0.000785833;0.605274876;0.98958116;BOMBAY
174024;1.563.305;5.805.057.916;3.828.731.952;15.161.829;0.751659786;175448;4.707.167.285;0.7483487;0.991883635;0.894811541;0.810873441;0.00333578;0.000889589;0.657515737;0.996914117;BOMBAY
174090;1.619.733;6.208.005.824;3.627.850.013;1.711.207.961;0.811478333;176752;4.708.059.816;0.815104411;0.98493935;0.833867079;0.758385213;0.003565975;0.000727642;0.575148131;0.98419806;BOMBAY
174091;1.588.111;5.847.234.815;38.324.983;1.525.697.954;0.755249221;176822;4.708.073.338;0.750871245;0.984555089;0.867410103;0.805179454;0.003358723;0.000870813;0.648313954;0.989131273;BOMBAY
174325;1.617.626;6.081.851.598;3.696.825.682;1.645.155.093;0.794055374;177123;4.711.236.394;0.766075164;0.984203068;0.837169313;0.774638499;0.003488801;0.000774912;0.600064804;0.987199669;BOMBAY
174465;1.578.182;6.066.889.824;3.679.978.452;1.648.621.018;0.795031959;176301;4.713.127.806;0.808262143;0.989585992;0.880245893;0.776860623;0.003477425;0.000781286;0.603512427;0.994963272;BOMBAY
174621;1.591.312;5.905.548.666;3.799.937.603;1.554.117.273;0.765486391;177034;4.715.234.486;0.766365599;0.98636985;0.866554056;0.79844139;0.003381924;0.000847844;0.637508653;0.99076321;BOMBAY
174668;1.618.159;6.317.654.455;3.565.245.112;1.772.011.252;0.825548959;178496;4.715.869.006;0.754880394;0.978554141;0.838264019;0.746458838;0.00361695;0.000692701;0.557200797;0.987366083;BOMBAY
174927;1.615.125;639.234.094;3.513.940.655;1.819.137.421;0.835354851;177314;4.719.364.087;0.720575877;0.986538006;0.842663986;0.738284164;0.003654291;0.000669695;0.545063507;0.991545422;BOMBAY
