Lot.Area;Overall.Qual;Year.Built;Total.Bsmt.SF;Gr.Liv.Area;Full.Bath;Bedroom.AbvGr;Kitchen.AbvGr;Garage.Cars;Garage.Area;SalePrice
7500;8;2006;1372;1448;2;2;1;2;692;238500
11003;10;2008;1017;2007;2;3;1;3;812;310000
10603;8;2006;900;1795;2;3;1;3;782;270000
10574;8;2005;1082;1953;2;3;1;3;1043;252000
8125;7;2006;1092;1550;2;2;1;2;438;241000
8125;8;2008;1836;1836;2;3;1;2;517;264500
10625;7;2006;1652;1662;2;3;1;3;711;291000
9375;7;2003;912;2094;2;4;1;2;615;263000
7500;7;2004;1221;1221;2;2;1;2;400;185000
8736;7;2003;1553;1553;2;3;1;2;588;234500
8127;7;2003;812;1653;2;3;1;2;628;209000
9605;7;2007;1218;1218;1;3;1;2;576;159000
7500;7;2006;1141;1141;1;3;1;2;484;152000
7500;6;2004;1158;1158;1;3;1;0;0;143500
10628;7;2004;835;1812;2;3;1;2;478;193000
10141;8;2004;1512;1512;2;3;1;3;845;203000
10083;7;2003;1176;1200;2;2;1;2;555;184900
13072;7;2004;1114;1114;1;3;1;2;576;159000
13072;5;2004;1114;1114;1;3;1;0;0;142000
12450;5;2003;1114;1114;2;3;1;2;576;153000
7328;7;2008;1450;1450;2;2;1;3;788;224243
11492;7;1996;913;2122;2;4;1;2;559;220000
10994;8;2005;1844;1844;2;2;1;2;620;257000
8529;7;2001;1454;1434;2;3;1;2;527;189000
7703;6;1992;816;1730;2;3;1;2;528;171500
10762;6;1980;626;1217;1;3;1;1;288;120000
7175;6;1990;1332;1332;2;2;1;2;542;145000
9109;7;1994;754;1540;2;3;1;2;495;184000
10274;6;1986;676;1400;2;3;1;2;465;162000
8250;6;1981;0;1882;2;4;2;2;612;160000
8400;4;1950;721;841;1;2;1;1;294;82000
9000;6;1928;784;784;1;2;1;2;360;76000
9750;5;1962;980;980;1;3;1;2;400;110000
7064;5;1977;980;980;1;3;1;2;484;135000
8499;5;1961;864;864;1;3;1;2;732;141000
9079;5;1961;864;864;1;2;1;1;440;122000
9316;5;1965;1024;1020;2;3;1;1;288;124100
7791;5;1963;912;912;1;3;1;1;300;129000
10000;5;1961;864;1144;1;3;1;1;264;131400
8281;5;1965;864;864;1;3;1;1;360;62383
7150;5;1962;912;912;1;3;1;1;252;123000
15676;8;1980;2014;2014;2;2;1;3;864;275000
11949;7;1991;975;1755;2;3;1;2;524;235000
2880;7;2004;1376;3005;2;3;1;3;704;280750
3951;6;2009;612;1224;2;2;1;2;528;164500
3000;6;2009;612;1224;2;2;1;2;528;173733
3830;6;2008;1726;1726;2;2;1;2;561;222000
4217;6;2008;1145;1256;1;1;1;2;641;195000
3230;6;1999;729;1471;2;3;1;2;440;172500
2998;6;2000;756;1512;2;2;1;2;440;180000
3768;7;1999;691;1452;2;3;1;2;506;156000
2645;8;1999;970;1739;2;3;1;2;480;172500
14694;8;1977;1694;1694;2;2;1;2;642;318750
3782;8;1981;1226;1226;1;1;1;2;484;211500
15417;7;1981;1740;1740;1;2;1;2;540;241600
9600;8;1976;392;2499;2;4;1;2;527;180500
9991;4;1976;1281;1620;2;3;1;2;490;150000
11700;6;1968;727;1556;1;4;1;2;441;154000
11717;6;1970;1442;1442;2;2;1;2;615;185000
9156;6;1968;1489;1489;2;3;1;2;462;185750
10382;7;1973;1107;2090;2;3;1;2;484;200000
12732;7;1974;752;2067;2;3;1;2;784;206000
12936;6;1972;723;1395;1;3;1;2;497;162000
10400;6;1967;932;2640;2;5;1;2;515;256900
17871;6;1967;1680;1724;1;3;1;2;480;197900
9600;5;1969;1288;1336;2;3;1;2;502;163000
9000;6;1969;1216;1216;1;3;1;1;336;113000
13774;7;1977;908;2288;1;4;1;2;520;230000
9650;6;1977;1350;1334;2;2;1;2;630;167900
10140;7;1998;1650;1680;2;3;1;2;583;213250
8400;8;2001;810;1665;2;3;1;2;528;227000
7130;5;1967;864;864;1;2;1;1;312;130000
9600;5;1967;1568;1568;1;3;1;2;440;143000
9100;5;1965;925;925;1;2;1;1;429;117500
9600;7;1974;1165;2061;2;4;1;2;498;168500
16500;6;1971;1232;1320;2;3;1;2;495;172500
9790;6;1967;1372;1342;2;3;1;2;457;161500
7436;4;1960;894;894;1;2;1;2;396;141500
8125;5;1959;864;864;1;3;1;1;308;118000
9100;6;1959;864;864;1;2;1;1;300;127500
9450;4;1957;1040;1362;1;3;1;3;768;140000
13495;5;1956;1048;1728;2;3;1;2;576;177625
11475;5;1958;1584;1776;2;4;2;3;888;110000
10004;6;1964;1516;1516;1;3;1;2;472;167000
9350;5;1961;1313;1313;1;3;1;2;610;153000
10500;5;1964;1292;1292;1;3;1;2;520;145100
11000;5;1966;1154;1154;1;3;1;2;480;154000
8970;5;1965;744;2140;2;4;1;2;549;177500
12095;6;1964;1127;1445;1;3;1;2;645;158000
9600;5;1959;1041;1041;1;3;1;1;270;124500
11475;6;1961;1208;1576;1;4;1;2;368;174500
9768;5;1955;960;960;1;2;1;1;330;122000
5330;4;1940;420;708;1;2;1;0;0;82500
7015;5;1950;709;1203;1;3;1;1;352;110000
12160;6;1953;1505;1505;1;2;1;2;505;149500
9900;6;1967;1680;1691;1;2;1;2;550;175000
9600;6;1953;1416;1644;1;3;1;2;418;167000
9600;5;1956;1050;1050;1;2;1;1;338;128900
9600;6;1950;856;1668;1;3;1;1;271;140000
9600;5;1950;1113;1113;1;3;1;1;264;147000
8944;5;1967;1584;1584;2;4;2;3;792;124000
10573;6;1961;1453;1453;2;3;1;2;530;187500
9500;6;1963;1394;1394;1;3;1;2;514;159000
14695;6;1966;1562;1567;2;2;1;2;542;256000
13600;7;1965;768;1986;2;3;1;2;486;205000
13000;6;1968;896;2142;2;4;1;1;509;193500
13560;6;1968;1392;1392;1;2;1;2;576;110000
12513;4;1920;715;1738;2;4;1;1;368;104900
8760;5;1956;1169;1144;1;3;1;1;286;150000
8400;6;1957;1478;1478;1;3;1;2;442;156500
12285;7;1960;1329;1329;1;3;1;2;441;176000
9240;6;1959;988;988;2;3;1;1;297;149500
9600;6;1958;1240;1632;2;3;1;1;338;139000
12400;6;1958;1215;1215;1;3;1;1;297;155000
8750;5;1956;1202;1202;1;3;1;1;304;120000
8750;5;1955;1382;1382;1;3;1;1;350;153000
10400;4;1956;1200;1200;1;3;1;1;294;144000
19296;6;1962;1362;1382;1;3;1;2;884;176000
8532;5;1954;1297;1297;1;3;1;2;498;153000
9482;5;1958;1866;1866;2;4;2;2;495;135000
8128;6;1954;1062;1062;1;3;1;1;297;131000
10634;5;1953;608;1319;1;3;1;1;270;123000
13070;5;1951;631;1112;1;2;1;2;480;126000
10434;4;1955;1005;1005;1;2;1;2;672;115000
14559;5;1951;1008;1363;1;2;1;1;288;164900
8480;5;1945;793;793;1;2;1;1;240;113000
7626;5;1952;1031;1031;1;2;1;1;230;145500
9533;5;1953;0;1210;1;2;1;1;616;102900
10615;3;1900;978;1699;2;3;2;2;420;95000
11419;7;1948;699;1527;1;3;1;2;410;152500
9600;5;1950;1200;1200;1;3;1;1;246;129900
8000;6;1948;972;972;1;2;1;1;240;132000
5470;3;1958;792;792;1;2;1;1;366;99900
10410;5;1916;660;1656;2;3;1;1;180;135000
10800;5;1939;676;1352;2;4;1;2;720;149000
8146;4;1900;405;1039;1;2;1;1;281;114000
9022;5;1924;768;792;1;2;1;1;240;109500
10230;5;1925;1054;1078;1;3;1;1;264;125000
10410;4;1915;1313;2377;2;3;1;2;528;142900
7200;7;1910;560;1690;2;4;1;2;624;156500
5400;2;1940;416;599;1;2;1;0;0;59000
5400;4;1920;840;1374;1;2;1;1;338;105000
10800;5;1920;720;846;1;2;1;2;576;106000
10800;3;1890;630;725;1;1;1;1;320;78500
9671;6;1969;1248;2544;2;6;2;3;907;190000
10143;6;1963;1380;1380;1;3;1;1;364;154000
11500;6;1967;1040;1040;1;3;1;2;480;163000
11643;5;1969;1248;2634;2;6;2;4;968;200000
8010;6;1958;951;951;1;2;1;2;480;143500
10454;6;1957;1105;1105;1;3;1;1;308;135000
8712;5;1957;992;1306;1;2;1;1;756;153000
17600;6;1960;1478;1478;2;3;1;2;498;157500
9000;6;1958;160;1142;1;2;1;1;384;113500
12144;5;1949;832;1268;1;3;1;1;288;133000
8544;3;1950;0;1040;2;2;2;2;400;92900
8064;6;1950;795;1133;1;3;1;2;900;128500
7200;4;1949;0;1040;2;2;2;2;420;90000
7200;5;1950;1208;1904;1;3;1;1;240;138000
7350;5;1958;1041;1041;1;3;1;1;294;128000
7560;5;1958;1029;1339;1;3;1;1;294;139000
7200;5;1952;732;732;1;2;1;1;240;118900
8000;5;1959;528;1183;1;3;1;1;288;138000
7931;5;1959;1148;1148;1;3;1;1;672;132500
10800;4;1949;832;1461;2;4;1;1;384;133500
8064;6;1948;864;1495;1;3;1;2;576;135000
7570;6;1964;780;1806;1;4;1;2;483;144750
8604;5;1978;941;941;1;2;1;2;564;145000
7936;6;1963;1045;1045;1;3;1;1;264;127000
6600;5;1962;894;894;1;2;1;1;308;109500
3950;6;1926;818;1224;1;3;1;1;210;115000
10440;5;1910;440;1230;1;2;1;2;440;110000
4080;6;1935;901;1378;1;3;1;1;162;128900
10307;6;1910;972;1944;2;4;2;2;324;103500
5720;5;1941;676;1131;1;3;1;1;200;66500
15660;5;1910;240;1306;1;3;1;2;472;130000
9900;5;1910;504;1464;2;3;1;0;0;129000
6406;5;1939;690;1558;1;3;1;2;400;150000
6600;5;1892;994;2372;2;4;2;1;432;107500
7627;4;1920;600;1701;2;4;2;0;0;94550
7596;5;1952;960;1960;2;4;2;2;400;124500
3378;7;1946;651;1389;1;3;1;1;240;135000
10134;5;1910;801;1447;1;3;1;0;0;103000
6000;4;1953;936;936;1;2;1;2;576;93000
6000;5;1950;768;1328;1;3;1;1;308;129500
6000;5;1954;811;1387;2;3;2;1;256;93000
7404;4;1920;861;861;1;2;1;2;288;80000
5925;2;1940;0;612;1;1;1;1;308;45000
5925;3;1910;600;968;1;2;1;0;0;37900
5784;5;1938;190;886;1;2;1;1;273;91300
8520;5;1923;624;792;1;2;1;1;287;99500
4456;4;1920;736;1452;2;2;3;0;0;113000
9600;4;1910;677;1510;2;3;1;2;720;87500
3500;5;1947;720;1284;1;2;1;1;240;110000
8100;5;1898;849;2138;2;2;3;2;360;106000
11700;7;1880;1240;2640;1;4;1;4;864;265979
8400;6;1900;917;2007;2;3;1;1;357;160000
3600;6;1917;624;1288;1;3;1;1;280;119000
17671;8;1882;916;1742;1;4;1;2;424;168000
3300;4;1910;624;816;1;2;1;0;0;58500
9000;7;1920;650;1482;1;3;1;2;324;143000
7200;5;1910;1022;1022;1;2;1;1;280;85000
8820;5;1890;1088;1869;1;2;1;2;456;124900
5400;6;1920;972;1480;1;3;1;1;207;119000
9720;6;1910;741;1521;1;4;1;3;640;146500
7879;4;1920;720;720;1;2;1;0;0;34900
9392;3;1900;245;797;1;2;1;0;0;44000
21384;5;1923;1324;1576;1;3;1;2;528;223500
6615;6;1923;1022;1432;1;3;1;1;216;149000
7264;7;1925;952;1548;2;3;1;2;672;205000
4960;5;1930;297;1654;2;3;1;1;336;137000
8854;6;1916;952;952;1;2;1;1;192;121000
6000;4;1936;672;1324;1;3;1;1;240;128000
6000;6;1937;698;1176;1;2;1;2;624;134900
6000;5;1925;884;1348;1;3;1;1;216;117000
6000;6;1939;780;1412;1;4;1;1;280;132500
6000;5;1924;468;1142;1;3;1;1;320;93000
6000;6;1926;884;904;1;2;1;1;180;119000
6911;5;1924;1145;1301;1;2;1;2;440;100000
6120;5;1936;927;1539;1;3;1;2;576;141500
6120;4;1935;884;1573;1;3;1;1;240;133000
6120;2;1936;264;800;1;1;1;0;0;60000
6120;5;1931;715;875;1;2;1;1;180;105000
6120;5;1925;960;995;1;2;1;1;264;115000
6120;5;1938;952;1582;2;3;1;1;250;150000
8635;5;1925;1072;1072;1;2;1;5;1184;126500
11888;6;1916;844;2134;2;5;1;2;441;214500
11414;7;1910;728;2019;1;3;1;2;532;167500
8094;6;1915;1048;1768;2;3;1;2;576;155000
2500;7;1915;910;1826;1;4;1;1;164;155000
9928;7;1915;672;1944;2;3;1;1;216;179900
5520;6;1912;755;2229;1;5;1;0;0;104000
3000;5;1922;1040;2128;2;4;2;0;0;62500
6876;6;1927;720;1930;2;4;1;1;316;149000
6240;4;1925;780;1208;1;2;1;2;539;103000
5775;6;1915;483;1427;1;3;1;1;379;123000
5852;7;1902;1020;1864;2;6;1;0;0;97500
5160;6;1927;1204;1666;1;3;1;1;384;135000
5160;4;1923;858;892;1;1;1;0;0;70000
10320;6;1915;698;1403;1;3;1;1;308;116000
4280;4;1946;560;704;1;2;1;1;220;88750
10800;5;1987;1200;1200;3;3;1;0;0;179000
10800;5;1987;1200;1200;3;3;1;0;0;179000
10547;5;1978;1152;1152;2;2;2;1;252;159900
10020;1;1922;683;904;0;1;1;0;0;61000
6629;6;1925;672;1369;2;3;1;1;300;103600
9780;5;1934;585;1112;2;4;1;1;226;63000
12886;5;1963;520;1464;2;3;1;2;480;175000
8816;5;1963;1121;1121;1;3;1;2;480;139000
11184;6;1978;918;1683;2;3;1;2;440;172500
11625;5;1967;1052;1052;1;3;1;1;668;113500
7800;5;1967;864;899;1;3;1;1;288;130000
8014;6;1978;456;1034;1;3;1;2;504;149900
7252;5;1982;858;858;1;2;1;2;576;134900
8740;5;1982;840;860;1;2;1;2;528;137000
11616;5;1962;1092;1092;1;3;1;1;288;139000
15400;5;1961;552;1774;2;4;1;1;384;165000
15312;6;1960;1138;1138;1;3;1;2;480;148000
15584;5;1956;825;2071;1;4;1;1;336;165000
9000;2;1947;0;660;1;2;1;0;0;63900
11250;4;1957;1104;1788;1;5;1;1;304;161500
25095;5;1968;1437;1473;1;1;1;1;452;143000
17140;4;1956;1134;1229;1;3;1;1;284;135000
12342;4;1940;861;861;1;1;1;2;539;82500
10708;5;1955;1617;1867;1;2;1;1;303;190000
13680;3;1955;0;1733;2;4;1;2;452;139600
15635;4;1954;0;1383;1;2;1;2;498;122000
9855;6;1956;1436;1689;1;3;1;2;480;127500
9571;5;1956;1073;1073;1;2;1;1;340;121500
9571;5;1958;1276;1276;1;3;1;1;350;60000
9350;6;1946;747;1639;1;3;1;1;240;154400
9340;4;1941;672;672;1;2;1;1;234;113000
7440;5;1954;1089;1089;1;3;1;1;252;125000
11500;4;1957;0;845;1;3;1;1;290;84000
4235;5;1984;1049;1049;2;2;1;1;266;139500
11409;5;1949;768;1716;1;3;1;1;281;131000
9060;6;1939;560;1258;1;2;1;1;280;105000
9084;4;1940;755;1510;1;4;1;1;296;108000
10778;7;1990;1054;1061;1;1;1;2;462;162000
19255;6;1983;520;1338;1;2;1;2;576;156500
12327;8;1983;1496;2132;1;1;1;2;612;316600
14684;7;1990;2158;2196;2;3;1;3;701;271900
9317;7;1993;740;1775;2;3;1;2;425;213000
10560;7;1993;1079;1879;2;3;1;2;473;239900
9828;8;1995;1128;2020;2;3;1;2;466;239500
26400;5;1880;0;2016;1;4;1;2;576;131000
7018;5;1979;0;1535;2;4;2;2;410;118964
7018;5;1979;1086;1224;0;2;2;2;528;153337
7018;5;1979;0;2228;2;6;2;2;720;147983
7018;5;1979;0;1535;2;4;2;2;400;118858
7018;5;1979;0;1535;2;4;2;2;400;118858
7018;5;1979;0;2240;2;6;2;2;528;142953
7040;5;1979;1094;1229;0;2;2;2;672;148325
7007;5;1979;0;1513;2;4;2;2;400;113722
11855;7;2000;1168;2787;4;6;2;4;820;269500
7939;7;2000;1168;2787;4;6;2;4;820;269500
7976;7;2000;1168;2787;4;6;2;4;820;269500
10933;9;2009;1555;1680;1;1;1;3;1138;323262
10637;8;2007;1705;1718;2;3;1;3;826;297000
10226;8;2008;1622;1630;2;3;1;3;860;295493
10816;9;2008;1720;1720;2;3;1;3;846;332000
9178;8;2008;1468;1468;2;3;1;3;904;239900
10769;8;2007;866;1768;2;3;1;2;578;212000
11422;8;2007;1838;1838;2;3;1;2;524;272500
11923;9;2007;1800;1800;2;2;1;2;702;239000
8814;7;2006;1604;1604;2;3;1;2;660;220000
6762;7;2007;1282;1290;2;2;1;2;662;200000
10324;8;2008;1254;1254;2;2;1;3;810;221800
7314;7;2007;1232;1232;2;2;1;2;632;194500
11645;8;2005;1498;1498;2;3;1;3;844;237000
11646;6;2005;704;1422;2;3;1;2;440;173000
12800;7;1989;1518;1644;2;2;1;2;569;275000
16698;7;1992;1449;1759;2;3;1;2;525;233500
28698;5;1967;1013;2126;2;3;1;2;538;185000
12464;5;1996;1040;1040;1;3;1;2;576;152000
9757;5;1994;990;990;1;3;1;1;440;143000
15426;6;1997;928;1764;2;3;1;2;470;231500
10667;7;1996;799;1661;2;3;1;2;550;212000
14753;7;1998;1463;1463;2;3;1;2;539;207000
10859;5;1994;1097;1097;1;3;1;2;672;145000
8072;5;1994;990;990;1;3;1;2;480;138000
10400;7;1998;866;1779;2;3;1;2;546;197900
10335;7;1999;1490;1501;2;3;1;2;577;204000
9017;7;1999;1431;1431;2;3;1;2;666;192000
8750;6;1998;928;1772;2;3;1;2;492;200000
8935;7;2002;831;1660;2;3;1;2;493;195000
9808;7;2002;1573;1573;2;3;1;2;544;227000
12420;7;2001;944;1840;2;3;1;2;622;230000
16285;7;2001;1413;1430;2;3;1;2;605;187100
10739;7;2002;1431;1444;2;3;1;2;577;203000
11166;7;2001;1492;1492;2;3;1;2;608;201000
8430;5;1978;1040;1040;2;3;1;0;0;124000
16269;5;1978;907;907;1;3;1;1;343;140000
6950;5;1979;914;914;1;2;1;2;444;134900
8800;5;1977;1040;1040;2;3;1;2;484;150500
7000;5;1978;864;864;1;3;1;1;336;136500
9286;5;1977;1268;1268;1;3;1;1;252;143500
15523;5;1972;864;864;1;3;1;1;338;133500
7200;5;1972;894;894;1;2;1;2;600;123000
7200;5;1972;768;768;1;2;1;1;396;133900
8445;5;1972;768;768;1;2;1;2;396;133000
11664;7;2002;1569;1611;2;3;1;3;1231;250000
12334;8;2003;1068;2184;2;4;1;2;570;254750
11838;8;2001;1753;1788;2;3;1;2;522;236500
11885;8;2001;1299;1872;2;3;1;2;531;261500
11050;9;2000;1440;2153;2;3;1;3;736;313000
8749;7;2002;840;1725;2;3;1;2;550;198500
11250;7;2001;944;1870;2;3;1;2;608;211000
15750;8;1999;1462;1513;2;2;1;2;521;220000
11883;7;1996;1504;1504;2;3;1;2;478;203000
12782;8;2002;1822;1828;2;3;1;2;523;279500
8750;7;1997;1417;1417;2;3;1;2;511;210000
9375;7;1997;1057;2034;2;3;1;2;645;219500
8750;7;1996;880;1716;2;2;1;2;512;191000
9100;7;2001;1212;1212;2;3;1;2;573;178000
9750;7;2000;1630;1630;2;3;1;2;451;213000
4435;6;2003;848;848;1;1;1;2;420;144000
4435;6;2003;848;848;1;1;1;2;420;140000
10200;8;2007;1578;1602;2;3;1;3;810;293200
9313;7;2004;864;1728;2;3;1;2;572;190000
8487;7;2004;1500;1500;2;3;1;2;570;190000
8633;6;2005;738;1476;2;3;1;2;540;173500
11069;6;2007;608;1396;2;3;1;2;440;170000
8777;4;1949;0;1126;2;2;1;2;520;108000
9937;5;1964;1486;1486;1;3;1;2;480;167000
8877;4;1938;816;816;1;2;1;1;288;100000
7301;7;2003;0;1922;3;4;1;2;672;198500
7950;6;1977;690;1426;1;3;1;2;440;159500
10682;4;1960;1014;1149;1;3;1;1;544;127000
7200;6;1976;1041;1125;1;3;1;1;352;125000
13286;9;2007;1698;1698;2;3;1;3;768;320000
3675;6;2005;547;1072;1;2;1;2;525;145500
9405;5;1947;698;698;1;2;1;0;0;118000
6410;4;1959;876;876;1;3;1;1;320;85000
11767;5;1950;1078;1368;1;3;1;1;195;120000
8405;4;1945;0;1529;2;4;1;1;240;98000
4060;5;1922;864;864;1;2;1;0;0;99900
10206;3;1952;0;944;1;2;1;2;528;82000
10926;5;1959;1678;1678;2;6;2;0;0;119900
11767;5;1956;1150;1560;1;2;1;1;313;103500
8926;4;1956;672;960;1;3;1;1;288;112000
12354;6;1920;684;1196;1;3;1;2;528;110000
8212;5;1941;720;1298;1;3;1;1;256;122000
10998;5;1941;984;1604;2;3;1;2;660;117000
6300;5;1938;832;1268;1;3;1;1;250;160000
4500;5;1932;793;1520;1;3;1;1;281;159434
8400;2;1920;290;438;1;1;1;1;246;60000
9900;6;1940;778;1489;2;3;1;1;240;139500
15863;7;1920;824;3082;2;5;1;2;672;197000
5707;6;1935;583;1242;1;3;1;1;180;105000
7804;4;1928;1122;1981;2;4;1;2;576;135000
8574;6;1916;816;1232;1;3;1;2;440;147500
6171;6;1925;976;1608;2;3;1;1;216;137450
7200;7;1936;560;1135;1;3;1;2;576;155000
7558;6;1928;896;1913;1;3;1;2;342;177000
6292;7;1928;861;1477;2;3;1;1;216;145000
7155;7;1918;600;1228;1;3;1;1;215;137000
10918;7;1926;1276;2080;1;3;1;1;282;234000
13680;5;1940;840;1567;1;2;1;2;440;205000
7500;6;1942;771;1494;1;3;1;1;213;177500
9600;5;1940;728;1308;1;2;1;1;256;160000
14680;5;1960;1273;1273;1;2;1;1;307;155000
13360;5;1921;876;964;1;2;1;2;432;163500
7681;5;1921;731;1343;1;3;1;1;186;154900
8145;7;1940;920;2480;2;5;2;2;400;205000
9100;5;1954;1112;1112;1;2;1;1;390;144800
12000;7;1941;704;1564;1;3;1;1;234;174500
13339;6;1960;1561;1561;2;3;1;2;463;193000
15600;5;1949;1067;1523;2;3;1;1;295;158000
14000;6;1950;1092;1152;1;3;1;1;300;158500
17500;6;1954;1310;1906;1;3;1;2;576;224000
1733;6;1980;516;1032;1;2;1;2;452;115000
1488;6;1980;561;1229;1;2;1;2;462;137000
1612;6;1980;561;1229;1;2;1;2;462;121000
1300;6;1980;561;1229;1;2;1;2;462;124000
13607;6;1986;572;1982;2;3;1;2;501;208000
17597;7;1971;1803;2365;2;3;1;2;551;315000
21695;6;1988;880;1680;2;3;1;2;540;222000
10690;5;1920;672;1344;1;3;1;1;468;147000
8660;5;1900;760;2168;2;5;1;2;576;123000
6402;5;1920;596;1192;1;3;1;1;189;78000
8470;3;1915;1013;1526;1;2;1;0;0;85000
10200;4;1925;572;572;1;2;1;1;200;75000
3843;8;2007;1596;1648;2;2;1;2;482;230000
21780;2;1910;0;810;1;1;1;1;280;57625
10125;8;2000;1107;2052;2;3;1;3;642;251000
12822;7;2003;1434;2149;1;1;1;2;670;239686
12118;7;2004;1710;1710;2;3;1;2;550;240000
12209;6;2001;804;1961;2;3;1;2;560;215000
9750;6;1977;902;926;1;2;1;1;351;156450
9360;6;1977;957;1287;1;2;1;2;541;173000
10125;5;1977;0;1734;2;4;2;2;539;126000
9947;7;1990;1188;1217;2;3;1;2;497;173000
11070;5;1991;1582;1595;2;2;1;2;672;152000
14375;6;1958;819;1344;1;3;1;2;525;137500
215245;7;1965;2136;2036;2;3;1;2;513;375000
12898;9;2007;1620;1620;2;2;1;3;912;315500
13159;7;2009;846;1692;2;3;1;2;650;224500
13438;9;2008;2190;2036;2;3;1;3;780;410000
14463;9;2008;1641;1641;2;3;1;3;885;316500
8925;8;2007;1466;1466;2;3;1;3;610;201000
11457;6;1988;1392;1412;2;3;1;2;576;175000
9839;6;1980;712;2237;2;3;1;2;440;204000
14419;7;1987;1645;1479;2;3;1;2;578;213500
6853;8;2001;1267;1296;2;2;1;2;471;220000
9157;7;2003;912;2014;2;3;1;2;486;170000
14601;9;2006;1838;1838;2;2;1;3;765;315000
12633;9;2007;1978;1978;2;2;1;3;920;425000
12518;5;1968;1008;1008;1;3;1;1;384;139500
21750;5;1960;0;1771;1;3;1;2;336;115000
4500;6;1998;1204;1204;2;2;1;2;412;162000
4500;6;1999;1224;1224;2;2;1;2;402;165000
1596;4;1973;462;988;1;2;1;1;297;91000
9858;5;1968;864;874;1;3;1;1;288;130000
1526;4;1970;630;630;1;1;1;1;286;86000
13383;5;1969;1188;1404;2;3;1;2;504;160000
1477;4;1970;630;630;1;1;1;1;286;80000
1533;4;1970;546;1344;1;3;1;0;0;97000
2217;4;1970;546;1092;1;3;1;1;286;88000
7689;5;1972;796;796;1;2;1;1;336;131900
7706;6;1993;384;1091;1;2;1;1;429;131250
9101;5;1978;1097;1110;1;1;1;2;602;165500
8780;5;1985;833;833;1;3;1;0;0;112000
7669;5;1992;828;883;1;2;1;2;698;149000
14115;5;1993;796;1362;1;1;1;2;480;143000
10429;5;1992;624;1287;1;3;1;2;440;130000
9819;6;1977;1567;1567;2;2;1;2;714;196000
10457;5;1969;784;1632;1;4;1;2;898;173000
11029;6;1958;1184;1414;1;3;1;2;601;176500
12925;6;1970;1205;2117;2;4;1;2;550;237500
11075;6;1969;952;2112;2;4;1;2;576;206900
8702;6;1997;926;1604;2;3;1;2;470;187500
8139;6;1995;680;1470;2;3;1;2;420;165000
9535;6;1998;926;1604;2;3;1;2;472;195500
9042;6;1998;943;1638;2;3;1;2;472;192000
15038;6;1996;916;1636;2;3;1;2;386;173000
14137;5;1996;1348;1384;2;3;1;2;404;177900
21872;7;1996;729;1446;2;3;1;2;406;175000
4923;8;2001;1593;1593;1;0;1;2;682;286000
6264;8;1997;1664;1682;1;1;1;2;528;247900
5395;8;1993;1337;1337;2;2;1;2;462;180000
5070;8;1992;1280;1280;2;2;1;2;506;180000
10839;6;1997;926;1604;2;3;1;2;470;181000
11184;6;1998;932;1633;2;3;1;2;460;183000
8000;6;1995;773;1658;2;3;1;2;431;188000
10832;7;1994;712;1895;2;3;1;2;409;194500
14067;6;1991;836;1709;2;3;1;2;416;185000
4671;8;1988;1228;1228;2;2;1;2;472;189000
5950;8;1989;1337;1337;2;2;1;2;462;188500
13543;8;2005;1168;2500;3;5;1;3;683;355000
11198;9;2005;1122;2504;2;4;1;3;656;325000
15401;9;2004;1884;1884;2;2;1;3;670;387000
31220;6;1952;1632;1474;1;3;1;2;495;115000
8118;9;2007;1710;1710;2;2;1;2;557;334000
47280;6;1950;1488;1488;2;3;1;2;738;133000
20544;7;1986;791;2093;2;3;1;2;542;215000
12680;7;1988;1675;1688;2;2;1;2;528;226500
12090;6;1981;1422;1422;2;3;1;2;576;175500
10825;7;1983;1260;1260;2;3;1;2;598;181900
18559;7;1978;2048;2064;2;3;1;2;550;235000
14450;7;1979;1782;1782;2;3;1;2;551;220000
12227;6;1977;1330;2872;2;4;1;2;619;272000
13068;6;1976;1211;1211;2;3;1;2;461;161000
15611;5;1977;1126;1126;2;3;1;2;540;175000
10400;7;1980;738;2044;2;3;1;2;489;185000
9743;5;1969;720;1308;1;3;1;2;484;146900
12511;7;1978;1420;2840;2;4;1;4;1314;292500
11361;6;1976;1193;1523;2;3;1;2;478;180000
10400;6;1976;1444;1444;2;2;1;2;473;159900
10480;7;1976;803;1964;2;4;1;2;483;205000
10000;5;1973;1176;1178;1;3;1;2;439;157000
14311;8;1996;1236;2340;2;4;1;3;787;306000
9000;5;1974;896;1792;2;4;2;2;480;133000
9750;6;1969;1054;1054;1;3;1;2;460;151000
10295;4;1969;936;936;1;2;1;1;288;111900
7560;5;1971;864;864;1;3;1;2;576;123000
12735;4;1972;864;864;1;3;1;2;576;111250
4060;6;1998;1405;1337;2;2;1;2;511;181000
1680;6;1973;483;987;1;2;1;1;264;103400
1680;6;1973;483;987;1;2;1;1;264;100000
1890;6;1972;483;987;1;2;1;1;352;100500
1869;6;1970;483;987;1;2;1;1;280;106000
1680;6;1971;483;987;1;2;1;1;264;85400
1680;6;1971;483;987;1;2;1;1;264;89500
1680;5;1972;630;1302;2;3;1;1;264;111750
4043;6;1977;1069;1069;2;2;1;2;440;140000
2308;6;1975;855;1456;2;4;1;2;460;143000
2529;7;1977;1055;1055;2;2;1;2;440;148500
9477;5;1966;864;892;1;3;1;1;264;110000
